action,time,n
scope,0.000600,19240
content,0.000157,19240
add,0.000000,19241
scope,0.000613,19241
content,0.000160,19241
add,0.000001,19242
scope,0.000607,19242
content,0.000160,19242
add,0.000000,19243
scope,0.000593,19243
content,0.000152,19243
add,0.000000,19244
scope,0.000570,19244
content,0.000147,19244
add,0.000001,19245
scope,0.000563,19245
content,0.000148,19245
add,0.000000,19246
scope,0.000553,19246
content,0.000150,19246
add,0.000000,19247
scope,0.000565,19247
content,0.000144,19247
add,0.000000,19248
scope,0.000557,19248
content,0.000148,19248
add,0.000000,19249
scope,0.000546,19249
content,0.000145,19249
add,0.000000,19250
scope,0.000573,19250
content,0.000148,19250
add,0.000000,19251
scope,0.000577,19251
content,0.000154,19251
add,0.000001,19252
scope,0.000589,19252
content,0.000150,19252
add,0.000000,19253
scope,0.000584,19253
content,0.000158,19253
add,0.000000,19254
scope,0.000714,19254
content,0.000153,19254
add,0.000000,19255
scope,0.000569,19255
content,0.000150,19255
add,0.000000,19256
scope,0.000572,19256
content,0.000149,19256
add,0.000000,19257
scope,0.000571,19257
content,0.000150,19257
add,0.000001,19258
scope,0.000611,19258
content,0.000154,19258
add,0.000000,19259
scope,0.000597,19259
content,0.000153,19259
add,0.000000,19260
scope,0.000592,19260
content,0.000152,19260
add,0.000000,19261
scope,0.000588,19261
content,0.000149,19261
add,0.000000,19262
scope,0.000597,19262
content,0.000151,19262
add,0.000001,19263
scope,0.000581,19263
content,0.000149,19263
add,0.000000,19264
scope,0.000584,19264
content,0.000153,19264
add,0.000000,19265
scope,0.000579,19265
content,0.000150,19265
add,0.000000,19266
scope,0.000586,19266
content,0.000160,19266
add,0.000000,19267
scope,0.000570,19267
content,0.000162,19267
add,0.000000,19268
scope,0.000610,19268
content,0.000160,19268
add,0.000001,19269
scope,0.000619,19269
content,0.000159,19269
add,0.000000,19270
scope,0.000608,19270
content,0.000186,19270
add,0.000000,19271
scope,0.000627,19271
content,0.000171,19271
add,0.000000,19272
scope,0.000636,19272
content,0.000165,19272
add,0.000001,19273
scope,0.000625,19273
content,0.000160,19273
add,0.000000,19274
scope,0.000626,19274
content,0.000185,19274
add,0.000000,19275
scope,0.000631,19275
content,0.000169,19275
add,0.000001,19276
scope,0.000652,19276
content,0.000164,19276
add,0.000001,19277
scope,0.000631,19277
content,0.000162,19277
add,0.000000,19278
scope,0.000625,19278
content,0.000166,19278
add,0.000001,19279
scope,0.000664,19279
content,0.000164,19279
add,0.000000,19280
scope,0.000625,19280
content,0.000169,19280
add,0.000001,19281
scope,0.000636,19281
content,0.000170,19281
add,0.000000,19282
scope,0.000659,19282
content,0.000170,19282
add,0.000000,19283
scope,0.000666,19283
content,0.000172,19283
add,0.000000,19284
scope,0.000659,19284
content,0.000169,19284
add,0.000000,19285
scope,0.000648,19285
content,0.000170,19285
add,0.000001,19286
scope,0.000660,19286
content,0.000169,19286
add,0.000000,19287
scope,0.000664,19287
content,0.000169,19287
add,0.000001,19288
scope,0.000637,19288
content,0.000180,19288
add,0.000000,19289
scope,0.000647,19289
content,0.000175,19289
add,0.000001,19290
scope,0.000752,19290
content,0.000189,19290
add,0.000000,19291
scope,0.000677,19291
content,0.000172,19291
add,0.000001,19292
scope,0.000646,19292
content,0.000170,19292
add,0.000000,19293
scope,0.000644,19293
content,0.000167,19293
add,0.000000,19294
scope,0.000670,19294
content,0.000194,19294
add,0.000001,19295
scope,0.000636,19295
content,0.000166,19295
add,0.000000,19296
scope,0.000653,19296
content,0.000169,19296
add,0.000001,19297
scope,0.000687,19297
content,0.000170,19297
add,0.000000,19298
scope,0.000644,19298
content,0.000166,19298
add,0.000000,19299
scope,0.000622,19299
content,0.000159,19299
add,0.000000,19300
scope,0.000597,19300
content,0.000156,19300
add,0.000000,19301
scope,0.000631,19301
content,0.000163,19301
add,0.000001,19302
scope,0.000610,19302
content,0.000161,19302
add,0.000000,19303
scope,0.000608,19303
content,0.000162,19303
add,0.000001,19304
scope,0.000661,19304
content,0.000184,19304
add,0.000001,19305
scope,0.000639,19305
content,0.000168,19305
add,0.000001,19306
scope,0.000670,19306
content,0.000171,19306
add,0.000001,19307
scope,0.000639,19307
content,0.000168,19307
add,0.000000,19308
scope,0.000620,19308
content,0.000182,19308
add,0.000000,19309
scope,0.000617,19309
content,0.000161,19309
add,0.000000,19310
scope,0.000620,19310
content,0.000169,19310
add,0.000000,19311
scope,0.000632,19311
content,0.000162,19311
add,0.000001,19312
scope,0.000617,19312
content,0.000180,19312
add,0.000000,19313
scope,0.000621,19313
content,0.000168,19313
add,0.000000,19314
scope,0.000640,19314
content,0.000161,19314
add,0.000000,19315
scope,0.000612,19315
content,0.000157,19315
add,0.000001,19316
scope,0.000603,19316
content,0.000163,19316
add,0.000001,19317
scope,0.000608,19317
content,0.000165,19317
add,0.000000,19318
scope,0.000622,19318
content,0.000157,19318
add,0.000000,19319
scope,0.000596,19319
content,0.000166,19319
add,0.000001,19320
scope,0.000610,19320
content,0.000172,19320
add,0.000000,19321
scope,0.000619,19321
content,0.000165,19321
add,0.000001,19322
scope,0.000642,19322
content,0.000161,19322
add,0.000000,19323
scope,0.000615,19323
content,0.000160,19323
add,0.000001,19324
scope,0.000616,19324
content,0.000162,19324
add,0.000000,19325
scope,0.000600,19325
content,0.000160,19325
add,0.000000,19326
scope,0.000623,19326
content,0.000159,19326
add,0.000000,19327
scope,0.000607,19327
content,0.000157,19327
add,0.000000,19328
scope,0.000604,19328
content,0.000164,19328
add,0.000001,19329
scope,0.000628,19329
content,0.000166,19329
add,0.000000,19330
scope,0.000608,19330
content,0.000156,19330
add,0.000001,19331
scope,0.000595,19331
content,0.000158,19331
add,0.000001,19332
scope,0.000599,19332
content,0.000161,19332
add,0.000000,19333
scope,0.000613,19333
content,0.000170,19333
add,0.000000,19334
scope,0.000615,19334
content,0.000158,19334
add,0.000001,19335
scope,0.000610,19335
content,0.000159,19335
add,0.000001,19336
scope,0.000605,19336
content,0.000158,19336
add,0.000000,19337
scope,0.000616,19337
content,0.000155,19337
add,0.000001,19338
scope,0.000606,19338
content,0.000163,19338
add,0.000000,19339
scope,0.000597,19339
content,0.000157,19339
add,0.000001,19340
scope,0.000594,19340
content,0.000168,19340
add,0.000000,19341
scope,0.000612,19341
content,0.000166,19341
add,0.000000,19342
scope,0.000614,19342
content,0.000160,19342
add,0.000001,19343
scope,0.000594,19343
content,0.000155,19343
add,0.000000,19344
scope,0.000594,19344
content,0.000173,19344
add,0.000000,19345
scope,0.000671,19345
content,0.000175,19345
add,0.000001,19346
scope,0.000632,19346
content,0.000168,19346
add,0.000001,19347
scope,0.000600,19347
content,0.000159,19347
add,0.000001,19348
scope,0.000593,19348
content,0.000173,19348
add,0.000000,19349
scope,0.000579,19349
content,0.000158,19349
add,0.000000,19350
scope,0.000592,19350
content,0.000154,19350
add,0.000000,19351
scope,0.000601,19351
content,0.000158,19351
add,0.000000,19352
scope,0.000599,19352
content,0.000155,19352
add,0.000000,19353
scope,0.000659,19353
content,0.000159,19353
add,0.000000,19354
scope,0.000611,19354
content,0.000158,19354
add,0.000001,19355
scope,0.000596,19355
content,0.000154,19355
add,0.000000,19356
scope,0.000605,19356
content,0.000162,19356
add,0.000000,19357
scope,0.000613,19357
content,0.000155,19357
add,0.000000,19358
scope,0.000601,19358
content,0.000155,19358
add,0.000000,19359
scope,0.000592,19359
content,0.000152,19359
add,0.000000,19360
scope,0.000583,19360
content,0.000152,19360
add,0.000000,19361
scope,0.000620,19361
content,0.000158,19361
add,0.000000,19362
scope,0.000595,19362
content,0.000159,19362
add,0.000000,19363
scope,0.000590,19363
content,0.000157,19363
add,0.000001,19364
scope,0.000585,19364
content,0.000157,19364
add,0.000000,19365
scope,0.000605,19365
content,0.000156,19365
add,0.000001,19366
scope,0.000596,19366
content,0.000155,19366
add,0.000000,19367
scope,0.000598,19367
content,0.000159,19367
add,0.000001,19368
scope,0.000616,19368
content,0.000159,19368
add,0.000000,19369
scope,0.000711,19369
content,0.000198,19369
add,0.000001,19370
scope,0.000607,19370
content,0.000153,19370
add,0.000000,19371
scope,0.000643,19371
content,0.000173,19371
add,0.000001,19372
scope,0.000684,19372
content,0.000161,19372
add,0.000001,19373
scope,0.000603,19373
content,0.000152,19373
add,0.000000,19374
scope,0.000592,19374
content,0.000152,19374
add,0.000001,19375
scope,0.000570,19375
content,0.000152,19375
add,0.000000,19376
scope,0.000747,19376
content,0.000203,19376
add,0.000000,19377
scope,0.000661,19377
content,0.000175,19377
add,0.000000,19378
scope,0.000634,19378
content,0.000161,19378
add,0.000001,19379
scope,0.000740,19379
content,0.000162,19379
add,0.000000,19380
scope,0.000595,19380
content,0.000155,19380
add,0.000000,19381
scope,0.000587,19381
content,0.000153,19381
add,0.000000,19382
scope,0.000588,19382
content,0.000155,19382
add,0.000000,19383
scope,0.000817,19383
content,0.000248,19383
add,0.000000,19384
scope,0.000715,19384
content,0.000154,19384
add,0.000000,19385
scope,0.000578,19385
content,0.000169,19385
add,0.000000,19386
scope,0.000624,19386
content,0.000162,19386
add,0.000000,19387
scope,0.000575,19387
content,0.000152,19387
add,0.000000,19388
scope,0.000566,19388
content,0.000148,19388
add,0.000001,19389
scope,0.000563,19389
content,0.000146,19389
add,0.000000,19390
scope,0.000665,19390
content,0.000169,19390
add,0.000000,19391
scope,0.000584,19391
content,0.000152,19391
add,0.000000,19392
scope,0.000569,19392
content,0.000148,19392
add,0.000000,19393
scope,0.000553,19393
content,0.000144,19393
add,0.000000,19394
scope,0.000582,19394
content,0.000148,19394
add,0.000001,19395
scope,0.000550,19395
content,0.000145,19395
add,0.000000,19396
scope,0.000550,19396
content,0.000152,19396
add,0.000001,19397
scope,0.000558,19397
content,0.000145,19397
add,0.000000,19398
scope,0.000556,19398
content,0.000158,19398
add,0.000000,19399
scope,0.000567,19399
content,0.000152,19399
add,0.000000,19400
scope,0.000554,19400
content,0.000145,19400
add,0.000000,19401
scope,0.000543,19401
content,0.000149,19401
add,0.000001,19402
scope,0.000574,19402
content,0.000150,19402
add,0.000000,19403
scope,0.000623,19403
content,0.000153,19403
add,0.000001,19404
scope,0.000578,19404
content,0.000147,19404
add,0.000000,19405
scope,0.000549,19405
content,0.000144,19405
add,0.000000,19406
scope,0.000551,19406
content,0.000144,19406
add,0.000001,19407
scope,0.000579,19407
content,0.000142,19407
add,0.000001,19408
scope,0.000556,19408
content,0.000173,19408
add,0.000000,19409
scope,0.000595,19409
content,0.000146,19409
add,0.000000,19410
scope,0.000553,19410
content,0.000154,19410
add,0.000001,19411
scope,0.000561,19411
content,0.000148,19411
add,0.000000,19412
scope,0.000553,19412
content,0.000150,19412
add,0.000001,19413
scope,0.000555,19413
content,0.000151,19413
add,0.000000,19414
scope,0.000553,19414
content,0.000145,19414
add,0.000000,19415
scope,0.000565,19415
content,0.000145,19415
add,0.000000,19416
scope,0.000604,19416
content,0.000153,19416
add,0.000000,19417
scope,0.000580,19417
content,0.000150,19417
add,0.000001,19418
scope,0.000573,19418
content,0.000147,19418
add,0.000001,19419
scope,0.000560,19419
content,0.000144,19419
add,0.000000,19420
scope,0.000589,19420
content,0.000148,19420
add,0.000000,19421
scope,0.000558,19421
content,0.000145,19421
add,0.000000,19422
scope,0.000554,19422
content,0.000147,19422
add,0.000000,19423
scope,0.000563,19423
content,0.000149,19423
add,0.000000,19424
scope,0.000550,19424
content,0.000148,19424
add,0.000001,19425
scope,0.000574,19425
content,0.000144,19425
add,0.000001,19426
scope,0.000598,19426
content,0.000152,19426
add,0.000000,19427
scope,0.000558,19427
content,0.000143,19427
add,0.000000,19428
scope,0.000560,19428
content,0.000147,19428
add,0.000000,19429
scope,0.000602,19429
content,0.000151,19429
add,0.000000,19430
scope,0.000563,19430
content,0.000146,19430
add,0.000000,19431
scope,0.000554,19431
content,0.000146,19431
add,0.000001,19432
scope,0.000549,19432
content,0.000144,19432
add,0.000001,19433
scope,0.000570,19433
content,0.000144,19433
add,0.000000,19434
scope,0.000553,19434
content,0.000158,19434
add,0.000000,19435
scope,0.000587,19435
content,0.000148,19435
add,0.000001,19436
scope,0.000564,19436
content,0.000147,19436
add,0.000001,19437
scope,0.000557,19437
content,0.000152,19437
add,0.000000,19438
scope,0.000569,19438
content,0.000144,19438
add,0.000000,19439
scope,0.000577,19439
content,0.000152,19439
add,0.000001,19440
scope,0.000569,19440
content,0.000149,19440
add,0.000000,19441
scope,0.000559,19441
content,0.000146,19441
add,0.000000,19442
scope,0.000597,19442
content,0.000153,19442
add,0.000001,19443
scope,0.000575,19443
content,0.000150,19443
add,0.000000,19444
scope,0.000564,19444
content,0.000148,19444
add,0.000001,19445
scope,0.000566,19445
content,0.000146,19445
add,0.000000,19446
scope,0.000585,19446
content,0.000154,19446
add,0.000000,19447
scope,0.000580,19447
content,0.000152,19447
add,0.000000,19448
scope,0.000585,19448
content,0.000156,19448
add,0.000001,19449
scope,0.000599,19449
content,0.000151,19449
add,0.000000,19450
scope,0.000564,19450
content,0.000149,19450
add,0.000001,19451
scope,0.000569,19451
content,0.000147,19451
add,0.000000,19452
scope,0.000589,19452
content,0.000152,19452
add,0.000001,19453
scope,0.000589,19453
content,0.000156,19453
add,0.000001,19454
scope,0.000593,19454
content,0.000175,19454
add,0.000001,19455
scope,0.000586,19455
content,0.000150,19455
add,0.000000,19456
scope,0.000578,19456
content,0.000153,19456
add,0.000000,19457
scope,0.000598,19457
content,0.000151,19457
add,0.000000,19458
scope,0.000562,19458
content,0.000147,19458
add,0.000000,19459
scope,0.000583,19459
content,0.000148,19459
add,0.000000,19460
scope,0.000550,19460
content,0.000148,19460
add,0.000001,19461
scope,0.000557,19461
content,0.000146,19461
add,0.000001,19462
scope,0.000569,19462
content,0.000150,19462
add,0.000001,19463
scope,0.000590,19463
content,0.000142,19463
add,0.000000,19464
scope,0.000531,19464
content,0.000144,19464
add,0.000001,19465
scope,0.000552,19465
content,0.000137,19465
add,0.000000,19466
scope,0.000516,19466
content,0.000133,19466
add,0.000000,19467
scope,0.000514,19467
content,0.000134,19467
add,0.000001,19468
scope,0.000545,19468
content,0.000136,19468
add,0.000000,19469
scope,0.000530,19469
content,0.000149,19469
add,0.000000,19470
scope,0.000582,19470
content,0.000140,19470
add,0.000000,19471
scope,0.000537,19471
content,0.000143,19471
add,0.000001,19472
scope,0.000533,19472
content,0.000146,19472
add,0.000000,19473
scope,0.000521,19473
content,0.000135,19473
add,0.000000,19474
scope,0.000551,19474
content,0.000136,19474
add,0.000001,19475
scope,0.000547,19475
content,0.000142,19475
add,0.000001,19476
scope,0.000599,19476
content,0.000158,19476
add,0.000000,19477
scope,0.000611,19477
content,0.000134,19477
add,0.000000,19478
scope,0.000512,19478
content,0.000138,19478
add,0.000000,19479
scope,0.000513,19479
content,0.000178,19479
add,0.000001,19480
scope,0.000685,19480
content,0.000177,19480
add,0.000000,19481
scope,0.000721,19481
content,0.000172,19481
add,0.000001,19482
scope,0.000668,19482
content,0.000175,19482
add,0.000000,19483
scope,0.000654,19483
content,0.000171,19483
add,0.000000,19484
scope,0.000662,19484
content,0.000190,19484
add,0.000000,19485
scope,0.000666,19485
content,0.000170,19485
add,0.000000,19486
scope,0.000668,19486
content,0.000173,19486
add,0.000001,19487
scope,0.000668,19487
content,0.000171,19487
add,0.000001,19488
scope,0.000658,19488
content,0.000176,19488
add,0.000000,19489
scope,0.000653,19489
content,0.000173,19489
add,0.000000,19490
scope,0.000668,19490
content,0.000175,19490
add,0.000000,19491
scope,0.000666,19491
content,0.000169,19491
add,0.000000,19492
scope,0.000691,19492
content,0.000178,19492
add,0.000000,19493
scope,0.000658,19493
content,0.000171,19493
add,0.000000,19494
scope,0.000669,19494
content,0.000172,19494
add,0.000000,19495
scope,0.000657,19495
content,0.000188,19495
add,0.000000,19496
scope,0.000671,19496
content,0.000175,19496
add,0.000000,19497
scope,0.000664,19497
content,0.000169,19497
add,0.000000,19498
scope,0.000670,19498
content,0.000176,19498
add,0.000000,19499
scope,0.000660,19499
content,0.000176,19499
add,0.000000,19500
scope,0.000681,19500
content,0.000176,19500
add,0.000000,19501
scope,0.000672,19501
content,0.000175,19501
add,0.000000,19502
scope,0.000670,19502
content,0.000173,19502
add,0.000000,19503
